model_type,bldgname,y_column,imputation_method,feature_method,n_feature,updated_n_feature,time_step,datelevel,rmse,mae,mape,model_file,model_data_path,building_file
solos,Energy Innovation Center,present_chll_tonhr,lstm,lassocv,1,0,12,month,134.10832460751107,116.27548841802475,0.2885410252959483,./models/solos/Energy_Innovation_Center_Data_Extended_present_chll_tonhr_lstm_lassocv_1_0_12_month,./models/tmp/Energy_Innovation_Center_Data_Extended_present_chll_tonhr_lstm,Energy_Innovation_Center_Data_Extended.csv
xgboost,Service Building,present_elec_kwh,linear_interpolation,rfecv,7,1,12,month,3545.9312995508512,2813.349909855769,0.1631015111680831,./models/xgboost/Service_Building_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_7_1_12_month,./models/tmp/Service_Building_Data_Extended_present_elec_kwh_linear_interpolation,Service_Building_Data_Extended.csv
solos,WRI and Bureau of Mines,present_elec_kwh,prophet,lassocv,1,1,12,month,1820.7745858659084,1513.5872920252211,0.03797626088645879,./models/solos/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_prophet_lassocv_1_1_12_month,./models/tmp/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_prophet,WRI_and_Bureau_of_Mines_Data_Extended.csv
xgboost,Coe Library,present_elec_kwh,linear_regression,lassocv,6,6,12,month,10100.862499581963,8021.485676014012,0.034253756246902516,./models/xgboost/Coe_Library_Data_Extended_present_elec_kwh_linear_regression_lassocv_6_6_12_month,./models/tmp/Coe_Library_Data_Extended_present_elec_kwh_linear_regression,Coe_Library_Data_Extended.csv
solos,High Bay,present_elec_kwh,lstm,rfecv,4,1,12,month,8097.170521674091,6985.293340057596,0.04244054882221361,./models/solos/High_Bay_Data_Extended_present_elec_kwh_lstm_rfecv_4_1_12_month,./models/tmp/High_Bay_Data_Extended_present_elec_kwh_lstm,High_Bay_Data_Extended.csv
ensembles,Visual Arts,present_elec_kwh,lstm,rfecv,2,2,12,month,5218.120102909309,4604.013111717016,0.08456032837578126,./models/ensembles/Visual_Arts_Data_Extended_present_elec_kwh_lstm_rfecv_2_2_12_month,./models/tmp/Visual_Arts_Data_Extended_present_elec_kwh_lstm,Visual_Arts_Data_Extended.csv
ensembles,Student Union,present_elec_kwh,prophet,rfecv,2,1,12,month,6485.021121601512,5145.560409790556,0.05917413454885619,./models/ensembles/Student_Union_Data_Extended_present_elec_kwh_prophet_rfecv_2_1_12_month,./models/tmp/Student_Union_Data_Extended_present_elec_kwh_prophet,Student_Union_Data_Extended.csv
solos,Fine Arts,present_elec_kwh,linear_interpolation,rfecv,7,1,12,month,10620.766552409812,6779.626677969111,0.058821577511927355,./models/solos/Fine_Arts_Data_Extended_present_elec_kwh_linear_interpolation_rfecv_7_1_12_month,./models/tmp/Fine_Arts_Data_Extended_present_elec_kwh_linear_interpolation,Fine_Arts_Data_Extended.csv
ensembles,Biological Sciences,present_elec_kwh,lstm,rfecv,2,2,12,month,8905.071285322161,7555.6716887818675,0.0504634729586009,./models/ensembles/Biological_Sciences_Data_Extended_present_elec_kwh_lstm_rfecv_2_2_12_month,./models/tmp/Biological_Sciences_Data_Extended_present_elec_kwh_lstm,Biological_Sciences_Data_Extended.csv
solos,WRI and Bureau of Mines,present_elec_kwh,prophet,rfecv,6,1,12,month,1777.967488133827,1453.2612413297998,0.03648458547976534,./models/solos/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_prophet_rfecv_6_1_12_month,./models/tmp/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_prophet,WRI_and_Bureau_of_Mines_Data_Extended.csv
ensembles,College of Education,present_elec_kwh,linear_regression,rfecv,3,2,12,month,2168.990022889401,1761.7116137594699,0.06116287288714187,./models/ensembles/College_of_Education_Data_Extended_present_elec_kwh_linear_regression_rfecv_3_2_12_month,./models/tmp/College_of_Education_Data_Extended_present_elec_kwh_linear_regression,College_of_Education_Data_Extended.csv
xgboost,WRI and Bureau of Mines,present_elec_kwh,linear_interpolation,lassocv,3,3,12,month,1692.7660437169882,1408.6511232787384,0.035662778278874714,./models/xgboost/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_interpolation_lassocv_3_3_12_month,./models/tmp/WRI_and_Bureau_of_Mines_Data_Extended_present_elec_kwh_linear_interpolation,WRI_and_Bureau_of_Mines_Data_Extended.csv
