bldgname,ts,chiller PowerScout.AV-9030 (Power factor),chiller PowerScout.AV-1030 (KW),powerScout 24.AV-69030 (Power factor),powerScout 24.AV-61030 (KW),HVAC Lab.CHWDP-SP (psi),HVAC Lab.CLG-O (%),HVAC Lab.CHWP-O (%),HVAC Lab.CHWR-T (F),HVAC Lab.CHWS-T (F),HVAC Lab.CHW-F (gpm),HVAC Lab.CHW-DP (psi),HVAC Lab.OA-T (F),Supply Air Ebtron.AI-2,Supply Air Ebtron.AI-1,HVAC Lab.DA1-P (in H2O),HVAC Lab.MA-T (F),VAV-7.ZN-T (F),HVAC Lab.DA-T (F),VAV-3.ZN-T (F),HVAC Lab.HWS-T (F),VAV-2.ZN-T (F),Relief Air Ebtron.AI-1,Relief Air Ebtron.AI-2,VAV-1.ZN-T (F),HVAC Lab.PH-T (F),Outside Air Ebtron.AI-1,Outside Air Ebtron.AI-2,VAV-5.ZN-T (F),HVAC Lab.PHWS-T (F),VAV-4.ZN-T (F),VAV-6.ZN-T (F),HVAC Lab.PHW-F (gpm),HVAC Lab.PHWR-T (F),VAV-7.HTG-O (%),VAV-4.DPR-O (%),HVAC Lab.STM-O (%),HVAC Lab.MAD-O (%),VAV-5.DPR-O (%),HVAC Lab.SF-O (%),VAV-1.HTG-O (%),VAV-3.HTG-O (%),HVAC Lab.PH-O (%),VAV-5.HTG-O (%),VAV-3.DPR-O (%),VAV-6.DPR-O (%),VAV-2.HTG-O (%),VAV-6.HTG-O (%),HVAC Lab.EAD-O (%),VAV-4.HTG-O (%),VAV-7.DPR-O (%),VAV-1.DPR-O (%),VAV-2.DPR-O (%),VAV-2.EFFHTG-SP (F),VAV-3.SA-F (cfm),VAV-3.ZN-SP (F),VAV-1.ZN-SP (F),VAV-4.CLG-MAXFLOW (cfm),VAV-4.EFFCLG-SP (F),VAV-5.EFFCLG-SP (F),VAV-7.EFFHTG-SP (F),VAV-7.EFFCLG-SP (F),VAV-4.SAFLOW-SP (cfm),VAV-4.ZN-SP (F),VAV-6.SAFLOW-SP (cfm),VAV-2.SAFLOW-SP (cfm),VAV-4.EFFHTG-SP (F),HVAC Lab.DAT-SP (F),VAV-2.SA-F (cfm),VAV-3.EFFHTG-SP (F),VAV-2.EFFCLG-SP (F),VAV-6.EFFCLG-SP (F),VAV-1.SA-F (cfm),HVAC Lab.DAP-SP (in. WC),VAV-5.EFFHTG-SP (F),VAV-4.SA-F (cfm),VAV-5.SAFLOW-SP (cfm),HVAC Lab.EFFDAT-SP (F),VAV-7.SAFLOW-SP (cfm),HVAC Lab.MOAFLOW-SP (cfm),VAV-6.ZN-SP (F),VAV-1.SAFLOW-SP (cfm),VAV-3.EFFCLG-SP (F),VAV-5.SA-F (cfm),VAV-4.HTGOCC-MINFLOW (cfm),VAV-1.EFFHTG-SP (F),HVAC Lab.HTGOATLOCKOUT-SP,HVAC Lab.ECONSWO-SP (F),VAV-6.SA-F (cfm),VAV-4.CLGOCC-MINFLOW (cfm),VAV-6.EFFHTG-SP (F),VAV-1.EFFCLG-SP (F),VAV-3.SAFLOW-SP (cfm),VAV-5.ZN-SP (F),VAV-7.SA-F (cfm),VAV-2.ZN-SP (cfm),PowerScout 24.AV-29030,PowerScout 24.AV-1030,PowerScout 24.AV-9030,PowerScout 24.AV-21030,PowerScout 24.AV-45030,PowerScout 24.AV-49150,PowerScout 24.AV-41160,PowerScout 24.AV-42000,HWS-kBTU (kBTU),HVAC Lab.OA-F (cfm),HVAC Lab.DA-F (cfm),HVAC Lab.HWS-DT (F),HVAC Lab.RLF-F (cfm),HVAC Lab.HWS-Q (Btuh),dif_PHT_DAT (F),HW_delta_T (F),Metasys-OAT(F),OperationStatus,OperationStatusHWPump,PHW-F,DA-F,VAV-2HTG-O,VAV-2DPR-O,total_heat (kw),total_ele (kw),HWP_power(kw),Fan_power(kw),Chiller_power(kw),CWPump_power(kw),NCDC_OAT
hvaclab,5/10/2020 14:00,0.456866801,0.443719923,0.815469384,4.416954517,19,0,100,90.87430573,91.80165863,15.585989,-2.884032011,49.91015244,67.60250092,1124.454956,0.670419216,72.36803436,78.8571167,66.6824646,75.60488129,169.4619751,76.29078674,113.52108,78.23973846,76.31190491,64.8228302,1347.593018,54.50839233,70.58114624,149.6835632,75.51725769,78.3761673,-0.260115325,147.2286224,0,100,0,62.54086685,38.28846741,99.99999237,0,0,0.788769245,0.959417343,100,100,0,0,62.54086685,0,100,100,61.53463745,69.98999786,617.2171631,68.20005035,72,230,74,74,70,74,230,72,350,150,70,66.7265625,147.4442291,70,73.98999786,74,611.7165527,2.25,70,193.0181427,65,66.7265625,700,125,72,920,74,79.56787872,250,70,60,68,191.5615845,250,70,74,920,68,302.0950623,71.98999786,0.563735962,2.731758595,0.720462382,10.38261795,0.003100879,0.024079425,0.003364572,8880.618164,322392.625,1355.056152,2448.298584,2.394638062,108.5542831,-280.296936,-1.859634399,2.454940796,49.91015244,1,1,-0.260115325,2448.298584,0,61.53463745,0,11.6257965,1.968129304,5.853055117,0.202720902,3.60189118,53
hvaclab,5/10/2020 15:00,0.44149968,0.418841898,0.816883802,4.389400482,19,0,100,91.17210388,92.09889984,15.49243546,-2.882428646,52.55787659,65.88847351,1136.325073,0.664066911,70.39085388,78.60985565,64.3330307,75.30751801,158.3952637,75.99362946,277.6558228,78.19920349,75.41342926,63.45059967,1562.60083,56.30290222,70.87901306,140.5286713,75.51725769,78.67418671,-0.254256666,147.8311768,0,100,0,68.41361237,38.28846741,99.99999237,0,0,0.788769245,0.959417343,100,100,0,0,68.41361237,0,100,100,61.53463745,69.98999786,617.2171631,68.20005035,72,230,74,74,70,74,230,72,350,150,70,64.96141815,147.4442291,70,73.98999786,74,611.7165527,2.25,70,193.0181427,65,64.96141815,700,125,72,920,74,79.56787872,250,70,60,68,191.5615845,250,70,74,920,68,302.0950623,71.98999786,0.560584545,2.718350887,0.719618261,10.42556286,0.002557723,0.020677283,0.002649404,8881.154297,322393.0313,1551.096191,2474.149658,-7.435165405,283.3418884,850.6981812,-0.88243103,-7.302505493,52.55787659,1,1,-0.254256666,2474.149658,0,61.53463745,0,11.57113307,1.956174938,5.844409413,0.184918564,3.585630156,52
hvaclab,5/10/2020 16:00,0.454179734,0.431094497,0.814866841,4.351256847,19,0,100,91.46985626,92.39621735,15.45952415,-2.882428646,51.63924026,67.28044128,1115.030151,0.664129615,72.49636841,78.30229187,66.13887024,75.60887909,229.8393707,75.99362946,262.7636719,78.81871796,75.71730042,64.65965271,1441.286865,55.07726669,70.87901306,159.1372833,75.51725769,78.97157288,-0.111160383,148.7281647,0,100,0,68.21180725,38.28846741,99.99999237,0,0,0.788769245,0.959417343,100,100,0,0,68.21180725,0,100,100,61.53463745,69.98999786,617.2171631,68.20005035,72,230,74,74,70,74,230,72,350,150,70,65.57383728,147.4442291,70,73.98999786,74,611.7165527,2.25,70,193.0181427,65,65.57383728,700,125,72,920,74,79.56787872,250,70,60,68,191.5615845,250,70,74,920,68,302.0950623,71.98999786,0.56260848,2.766252041,0.709020793,10.44338417,0.002936025,0.017671153,0.002685592,8881.682617,322393.9688,1417.800171,2433.661621,10.53521729,282.1622314,-526.9944458,-1.479217529,10.40911865,51.63924026,1,1,-0.111160383,2433.661621,0,61.53463745,0,11.57835602,1.961330217,5.875536499,0.195794384,3.545694921,50
hvaclab,5/10/2020 17:00,0.438132256,0.416564047,0.815995216,4.41633749,19,0,100,91.76734161,92.6942749,15.66989994,-2.883325338,49.96325684,68.02761841,1141.233765,0.668752253,72.7905426,79.01299286,66.44707489,75.60887909,174.6840973,76.29831696,169.3697815,79.15264893,76.0147934,65.57186127,1234.287354,53.64624023,71.17955017,151.7677765,75.8223877,78.97157288,-0.274272859,149.6235199,0,100,0,57.96585464,38.28846741,99.99999237,0,0,0.788769245,0.959417343,100,100,0,0,57.96585464,0,100,100,61.53463745,69.98999786,617.2171631,68.20005035,72,230,74,74,70,74,230,72,350,150,70,66.69116211,147.4442291,70,73.98999786,74,604.8041992,2.25,70,193.0181427,65,66.69116211,700,125,72,920,74,79.56787872,250,70,60,68,191.5615845,250,70,74,920,68,302.0950623,71.98999786,0.557263315,2.69493413,0.708785355,10.32318497,0.003044755,0.019507796,0.002505581,8882.217773,322393.9688,1233.007202,2453.655273,2.094161987,170.6930389,-258.4673157,-0.875213623,2.144256592,49.96325684,1,1,-0.274272859,2453.655273,0,61.53463745,0,11.44908253,1.910129844,5.752732273,0.182510146,3.603710266,49
hvaclab,5/10/2020 18:00,0.450920731,0.425262719,0.814552963,4.393380642,19,0,100,92.06532288,92.99301147,15.58409405,-2.88325429,49.06048203,68.46839142,246.7050934,0.151285052,73.68728638,78.4019928,67.05208588,75.90769958,161.1116333,76.29831696,35.1821022,78.75115204,76.61489105,66.16471863,79.67835999,53.02864456,71.4857254,141.6973114,76.11961365,78.97157288,-0.266765922,149.9230347,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,0,0,0,0,0,0,0,0,61,86.07435608,68.20005035,72,230,82,82,61,82,0,72,0,0,61,67.29301453,22.09937477,61,82,82,61.67705536,2.25,61,44.12401962,0,67.29301453,0,125,72,0,82,21.01256371,250,61,60,68,44.08116913,250,61,82,0,68,33.27708054,71.98999786,0.554201305,2.726121664,0.71366781,10.25870419,0.002809737,0.019280711,0.002692597,8882.746094,322394.375,119.0240173,604.0143433,-8.71496582,33.53013229,1046.185181,-0.887367249,-8.225723267,49.06048203,0,1,-0.266765922,604.0143433,0,0,0,11.40133352,1.945545278,5.685387246,0.191759776,3.578641219,44
hvaclab,5/10/2020 19:00,0.444286376,0.425702304,0.815364182,4.377263069,19,0,100,93.26268005,93.88949585,15.42265034,-2.884429216,66.20516968,81.55744934,0,-0.006037006,74.29116821,80.99320221,78.97380066,77.75590515,158.540863,78.11673737,2.208763838,82.16812134,80.70504761,70.96784973,16.95375061,68.26778412,72.7029953,135.9648285,76.72413635,81.09768677,-0.261859179,143.1956482,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,0,0,0,0,0,0,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,0,0,61,60,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,60,0,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,33.27708054,71.98999786,0.260377765,0.070201077,0.475430846,0.038868621,0.002791464,0.019069785,0.00265632,8883.265625,322395.5,21.15082932,0,-7.354446411,2.737587452,866.62323,-8.005950928,-7.230819702,66.20516968,0,0,-0.261859179,0,0,0,0,3.801693537,0.033375757,0.010120525,0.189133734,3.569063522,40
hvaclab,5/10/2020 20:00,0.440819979,0.41685611,0.812714458,4.330190659,19,0,100,93.85998535,94.48806763,15.6310482,-2.884883881,63.70861053,83.09536743,0,-0.006037006,73.69467163,82.20853424,80.16848755,78.66004181,158.8269196,79.32230377,22.18585014,73.72337341,81.60719299,73.06175232,41.46330261,63.48779297,73.61097717,133.5774994,77.63602448,82.0016861,-0.255403519,134.0068512,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,60,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,60,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.258668244,0.067576036,0.460836083,0.034522105,0.002953092,0.019069182,0.002794416,8883.775391,322396,42.65294266,0,-0.586349487,21.554142,67.39007568,-7.106735229,-0.429351807,63.70861053,0,0,-0.255403519,0,0,0,0,3.743038302,0.031141476,0.008929772,0.183758502,3.519208552,37
hvaclab,5/10/2020 21:00,0.455246896,0.43298167,0.812678456,4.37773037,19,0,100,94.15709686,94.78512573,15.31167603,-2.884883881,60.43649673,83.56179047,0,-0.006037006,73.69606018,83.11367798,80.46783447,79.26415253,158.149826,79.92758942,9.319337845,71.23931122,81.90763855,74.55104065,44.38811874,60.02479553,74.21189117,132.3815765,77.9402771,82.60784149,-0.259118617,127.3614426,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,100,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,60,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,60,700,125,72,920,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.235276297,0.07027097,0.473920494,0.038477719,0.002962655,0.020463504,0.002878132,8884.294922,322396,19.84793282,0,4.985176086,11.14229679,-581.2883911,-5.916793823,5.020133972,60.43649673,0,0,-0.259118617,0,0,0,0,3.797156468,0.033302853,0.009052895,0.197113561,3.557687159,35
hvaclab,5/10/2020 22:00,0.451965719,0.426741749,0.815581322,4.346428871,19,0,100,94.45494843,95.08248138,15.646348,-2.884886503,59.74534988,83.69554901,0,-0.006037006,73.39676666,84.01068115,80.46783447,79.86676025,157.8438263,80.52409363,9.765951157,75.36445618,82.20697021,75.44918823,52.21840286,59.48761749,74.51129913,131.1812439,78.55026245,83.20518494,-0.260014832,121.934082,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,100,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,60.16976929,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,60.16976929,700,125,72,920,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.227432862,0.06667871,0.45794186,0.039924052,0.003204655,0.020466141,0.002816701,8884.803711,322396,44.74626923,0,9.474609375,15.3210001,-1108.592529,-5.01864624,9.247161865,59.74534988,0,0,-0.260014832,0,0,0,0,3.777353859,0.030534973,0.009080041,0.192872642,3.544866203,34
hvaclab,5/10/2020 23:00,0.442038596,0.430398643,0.81279248,4.349256039,19,0,100,94.45494843,95.08248138,15.63420105,-2.881514549,57.26849365,83.05142212,0,-0.006037006,72.79631805,84.60980988,80.16840363,79.86676025,156.6091766,80.83010101,32.99951553,66.0786972,81.9076004,76.04451752,31.58247566,55.91815948,74.81246185,129.990097,78.84838867,83.5114975,-0.251403928,117.119194,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,61.82100296,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,61.82100296,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.244390637,0.067678109,0.457424074,0.035906985,0.002881915,0.02191749,0.003119111,8885.322266,322396,55.24229431,0,12.96779633,30.85360718,-1467.069702,-4.123886108,12.87090302,57.26849365,0,0,-0.251403928,0,0,0,0,3.765028341,0.030957596,0.008775331,0.190252812,3.535042602,33
hvaclab,5/11/2020 0:00,0.448597163,0.431861818,0.813238621,4.333658218,19,0,100,94.45494843,95.08248138,15.5870142,-2.881514549,55.15338135,82.64174652,0,-0.006037006,71.30475616,84.93081665,79.87133026,79.56538391,154.7484436,80.83010101,31.61448479,61.86824417,81.60618591,76.34156799,32.06232452,55.29325867,74.81246185,129.0970459,78.84838867,83.5114975,-0.25509268,113.2228012,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,63.2310791,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,63.2310791,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.231581405,0.067619182,0.465048403,0.032783911,0.003081951,0.017703269,0.002663331,8885.830078,322396,17.17451096,0,15.85250092,33.72699738,-1819.735596,-3.529762268,15.87424469,55.15338135,0,0,-0.25509268,0,0,0,0,3.757068555,0.031446193,0.007592144,0.193731986,3.524298232,31
hvaclab,5/11/2020 1:00,0.457101583,0.441908181,0.814755499,4.368540764,19,0,100,94.45494843,95.08248138,15.38149357,-2.881514549,54.75450897,82.45876312,0,-0.006037006,71.30303192,85.53496552,79.87133026,79.26235962,153.1540527,80.83010101,37.4756279,59.19725037,81.30899811,76.34156799,22.61237526,54.55624008,74.81246185,127.9031143,78.84838867,83.81138611,-0.254020959,109.3200607,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,63.49699402,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,63.49699402,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.259680361,0.067739695,0.451965213,0.034057185,0.002849639,0.02143986,0.002881517,8886.348633,322396,16.37042427,0,18.45384979,24.6954937,-2109.448975,-3.529762268,18.58305359,54.75450897,0,0,-0.254020959,0,0,0,0,3.800749509,0.030615986,0.008843982,0.201996929,3.559292612,31
hvaclab,5/11/2020 2:00,0.450267375,0.432610005,0.814902484,4.366247654,19,0,100,94.45494843,95.08248138,15.58798409,-2.881514549,52.21371841,82.20080566,0,-0.006037006,68.89730072,85.84607697,79.57286835,78.96401978,154.4067841,80.83010101,41.23103333,56.90654373,81.00280762,76.34156799,21.01038361,52.31651306,74.51503754,127.3034515,78.84838867,83.81138611,-0.255097061,106.3193054,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,20.23180962,68.20005035,72,230,82,82,61,82,0,72,350,0,61,65.19085693,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,65.19085693,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.243742943,0.067702606,0.468294024,0.028802961,0.002534454,0.021786049,0.002989216,8886.866211,322396,54.28066635,0,21.14354706,43.07218552,-2427.145508,-3.231300354,20.98414612,52.21371841,0,0,-0.255097061,0,0,0,0,3.791581476,0.031704726,0.007020519,0.194790171,3.558066061,30
hvaclab,5/11/2020 3:00,0.443659902,0.426199794,0.814276874,4.369580269,19,0,100,94.45494843,95.08248138,15.51690292,-2.87988162,49.25638962,81.8706131,0,-0.006037006,65.61346436,85.84607697,79.27429962,77.74833679,152.1451721,80.83010101,35.21801758,54.64324951,80.70527649,76.34156799,49.07367706,50.04717636,74.21725464,126.7068863,78.84838867,83.81138611,-0.256977558,103.6297455,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,43.39331055,68.20005035,72,230,82,82,61,82,0,72,350,0,61,67.16240692,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,67.16240692,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.256802499,0.067670442,0.457115114,0.035678696,0.002548293,0.020689968,0.002914379,8887.373047,322396,34.73923874,0,23.27675629,35.44309235,-2691.72168,-2.932731628,23.07714081,49.25638962,0,0,-0.256977558,0,0,0,0,3.787231481,0.030933182,0.009162378,0.189087759,3.558048162,29
hvaclab,5/11/2020 4:00,0.454484224,0.437024742,0.817011178,4.384260178,19,0,100,94.15763092,95.08248138,15.45047569,-2.880023479,49.00753403,81.67373657,0,-0.006037006,65.01284027,85.84607697,79.27429962,77.74833679,150.2707672,80.53183746,52.46166611,54.08355331,80.40520477,76.34156799,33.47103119,50.28025055,73.91196442,125.5082321,78.54877472,83.81138611,-0.255758673,100.9412384,0,0,0,0,0,0,0,0,0.788769245,0.959417343,0,100,0,0,0,0,100,0,0,61,43.39331055,68.20005035,72,230,82,82,61,82,0,72,350,0,61,67.32830811,22.09937477,61,82,82,14.15007496,2.25,61,9.948317528,0,67.32830811,700,125,72,0,82,21.01256371,250,61,60,68,8.645318031,250,61,82,0,68,8.739225388,71.98999786,0.229066223,0.067101896,0.456652582,0.031330891,0.003071221,0.021564228,0.003029832,8887.893555,322396,36.23366547,0,24.5842514,52.13869095,-2829.436035,-2.932731628,24.56699371,49.00753403,0,0,-0.255758673,0,0,0,0,3.818429524,0.030642254,0.007176849,0.198620851,3.58198957,29
hvaclab,5/11/2020 5:00,0.448732466,0.417249501,0.815267265,4.375249386,19,30.65704346,100,94.15763092,94.7851944,16.66486359,-2.894314289,49.06006622,79.71361542,366.8521423,0.105541676,64.91911316,85.84607697,78.97585297,77.14293671,148.3995209,80.23349762,33.77673721,54.26202393,80.40520477,75.71984863,45.52137375,50.09716415,73.61279297,124.6151047,78.23983765,83.81138611,-0.252098888,98.85033417,0,78.75000763,0,0,58.62053299,20.83333588,0,0,0.788769245,0.959417343,80.50000763,100,0,0,0,0,100,84.00000763,77.00000763,69.98999786,206.8196411,68.20005035,72,230,74,74,70,74,230,72,350,150,70,67.29328918,62.61225128,70,73.98999786,74,220.5712128,2.25,70,75.11890411,65,67.29328918,700,125,72,920,74,21.01256371,250,70,60,68,80.94391632,250,70,74,920,68,121.4055099,71.98999786,0.398435384,0.065747559,0.4577896,1.007409811,0.003196344,0.020868473,0.002904229,8888.401367,322396,64.15625763,327.2562256,25.60665131,33.97842407,-2904.933838,-3.256004333,25.76477051,49.06006622,1,1,-0.252098888,327.2562256,0,77.00000763,0,4.185717261,0.030098549,0.401387715,0.187233397,3.5669976,29
hvaclab,5/11/2020 6:00,0.450706005,0.421106875,0.815813124,4.386374474,19,0,100,90.19742584,90.98712921,15.36243057,-2.882378578,31.95138359,71.19530487,1137.935181,0.652465463,78.78887177,82.25248718,70.14739227,75.62000275,204.3909607,78.70684814,100.4677048,42.43881226,77.581604,69.89260101,597.5302124,35.62712479,72.70583344,172.7138977,77.31172943,81.95948792,-0.254606128,104.2014618,0,100,0,36.29114151,39.18489838,100,0,0,0.788769245,0.959417343,100,100,0,0,36.29114151,0,100,100,62.65291977,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,607.1170044,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.564857602,2.762964725,0.731953859,10.50798035,0.003095667,0.024393991,0.003286531,8888.936523,322451.6875,592.5287476,2459.194336,68.37883759,108.0608521,-7834.352051,-0.25479126,68.51243591,31.95138359,1,1,-0.254606128,2459.194336,0,62.65291977,0,11.72613254,2.022362694,5.935512582,0.189795397,3.578461863,31
hvaclab,5/11/2020 7:00,0.455169588,0.432183653,0.815983474,4.401982307,19,0,100,90.19742584,90.98712921,15.510993,-2.882378578,31.94583511,71.17031097,1129.984619,0.656544328,78.19316864,81.35679626,70.14707947,75.02017975,276.2235107,77.79784393,61.54894638,42.97824097,76.97303772,69.89260101,572.3377686,35.80493927,72.09591675,158.1349335,76.41225433,81.05406952,11.60870266,118.1295013,0,100,49.59818268,38.32671356,38.12155533,100,0,0,0.788769245,0.959417343,100,100,0,0,38.32671356,0,100,100,62.65291977,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,607.1170044,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.560975432,2.761103868,0.729510725,10.0619278,0.002866892,0.020387722,0.002904739,8889.461914,322457.0313,572.3450928,2462.679932,39.18717957,62.02024078,204710.5313,-0.254478455,40.00543213,31.94583511,1,1,11.60870266,2462.679932,0,62.65291977,68.03623587,11.44741085,2.014254884,5.644494296,0.196716855,3.591944817,35
hvaclab,5/11/2020 8:00,0.446722507,0.432025969,0.814575195,4.328792095,19,0,100,90.19742584,90.98712921,15.35429859,-2.884634972,34.63743591,71.00260925,1132.759644,0.665711641,78.19316864,81.04072571,70.14707947,75.62394714,191.0254669,77.49787903,53.7814827,52.96470642,76.97303772,69.89260101,635.8792114,38.70620728,71.49042511,165.7595215,76.71285248,80.75366211,-0.258990884,127.5865784,0,100,0,42.49979019,38.12155533,100,0,0,0.788769245,0.959417343,100,100,0,0,42.49979019,0,100,100,62.65291977,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,612.6974487,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.559911013,2.735003471,0.72248745,10.38816643,0.003071455,0.017408915,0.002983757,8889.99707,322473.9063,643.9039917,2465.619141,37.79447937,69.39920044,-4404.791504,-0.254478455,38.17294312,34.63743591,1,1,-0.258990884,2465.619141,0,62.65291977,0,11.51157686,1.976005683,5.816448784,0.192995724,3.526126666,38
hvaclab,5/11/2020 9:00,0.447116196,0.425393134,0.814248383,4.417244911,19,0,100,90.19742584,90.98712921,15.51251984,-2.880613804,35.57352448,71.15647125,1135.3396,0.652332306,78.19316864,80.43286133,70.14660645,76.22972107,265.246582,77.49787903,19.90958786,61.30223083,76.97303772,69.59492493,636.572998,39.55803299,71.49042511,151.8089752,76.71285248,80.45476532,1.070636511,134.5541534,0,100,40.2248764,40.40783691,38.12155533,100,0,0,0.788769245,0.959417343,100,100,0,0,40.40783691,0,100,100,61.56274033,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,612.6974487,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.562339425,2.67513299,0.703831851,10.49880505,0.002934098,0.024493286,0.003413522,8890.523438,322474.25,660.24646,2446.76123,17.21273804,17.03308678,8292.863281,-0.551681519,17.25482178,35.57352448,1,1,1.070636511,2446.76123,0,61.56274033,2.70638858,11.57367049,1.882843805,5.903891994,0.19020016,3.596734526,39
hvaclab,5/11/2020 10:00,0.446691424,0.429661065,0.814406991,4.371269226,19,0,100,90.19742584,90.98712921,15.44798088,-2.885473251,37.19745255,71.16927338,1134.090942,0.656292677,78.19316864,80.1340332,70.14595795,76.22972107,192.2912292,77.49787903,71.0633316,62.85382843,76.97303772,69.89312744,661.52948,41.3380928,71.49042511,165.5089111,76.71285248,80.45476532,-0.258081913,139.0705261,0,100,0,42.46981049,38.12155533,100,0,0,0.788769245,0.959417343,100,100,0,0,42.46981049,0,100,100,61.56274033,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,609.0925293,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.557378769,2.731851578,0.719093978,10.39674759,0.002804068,0.021383034,0.003290139,8891.057617,322481.75,662.0429688,2460.610352,26.34312439,31.61483192,-3059.407959,-0.252830505,26.43838501,37.19745255,1,1,-0.258081913,2460.610352,0,61.56274033,0,11.51130252,1.964458019,5.794926372,0.191925913,3.559992217,41
hvaclab,5/11/2020 11:00,0.45620957,0.434549212,0.815318108,4.343920708,19,0,100,90.19742584,90.98712921,15.38068676,-2.880610943,38.57458115,70.88098907,1145.140259,0.656182647,78.19316864,80.1340332,69.84844971,76.22972107,170.745224,77.49787903,4.58574295,65.24324799,76.97303772,69.59671783,695.0847778,42.53324127,71.49042511,151.8942261,77.01004791,80.45476532,-0.259377688,142.0839386,0,100,0,43.56866074,38.12155533,100,0,0,0.788769245,0.959417343,100,100,0,0,43.56866074,0,100,100,61.56274033,69.98999786,620.1943359,68.20005035,72,230,74,74,70,74,230,72,350,150,70,70,168.3438416,70,73.98999786,74,610.0777588,2.25,70,189.2195129,65,70,700,125,72,920,74,76.10258484,250,70,60,68,190.746994,250,70,74,920,68,296.352478,71.98999786,0.566764593,2.664325714,0.705843687,10.21347618,0.002845106,0.022228157,0.003078296,8891.584961,322481.75,702.4515991,2485.093994,9.535690308,5.860662937,-1113.005371,-0.251731873,9.810287476,38.57458115,1,1,-0.259377688,2485.093994,0,61.56274033,0,11.40915688,1.880597486,5.788636672,0.198245509,3.541677211,44
